ArticleId,ArticleTitle,Recommendation1,Recommendation2,Recommendation3,Recommendation4,Recommendation5
-8876785823151614444,Physicists have discovered what makes neural networks so extraordinarily powerful,"contentId
1433951803438448289    Creative partnerships: Machine learning and th...
1433951803438448289    Creative partnerships: Machine learning and th...
Name: title, dtype: object","contentId
-7356135999773525293    Fooling The Machine
-7356135999773525293    Fooling The Machine
Name: title, dtype: object",Google's Schmidt Says Computers Not a Threat to Humans or Jobs,How AI helps marketers tell better stories,"contentId
-4187268503708157132    A Single App That'll Wrangle Your Millions of ...
-4187268503708157132    A Single App That'll Wrangle Your Millions of ...
Name: title, dtype: object"
-8864073373672512525,Vídeo: IntraEmpreendedorismo como Atitude pelos Funcionários e Chefes!,2016's Best Books for Entrepreneurs (So Far),Ikea ponders the future of retail with virtual reality pilot app,April Fools - Introducing Gmail Mic Drop,"We are 'almost definitely' living in a Matrix-style simulation, claims Elon Musk",Rede de hotéis faz promoção relâmpago com diárias por R$ 25
-8863047175241170722,Big data's 'streetlight effect': where and how we look affects what we see,The incestuous relations among containers orchestration tools,How We Migrated Our Backend to Spring Boot in 3 Weeks - Stormpath User Identity API,One year as a Data Scientist at Stack Overflow,Microsoft convoca comunidade técnica para resolver problemas usando a nuvem - Startupi,"Hexagonal != Layers

"
-8854146354650101086,"Within a Decade, Retail Banks will be Dead",Do Crows Hold Funerals for Their Dead?,Building Products,"Google Showcases Its Cloud Efforts, Determined to Catch Up to Rivals",Once Upon a Time in the West (1968),Virtual Weapons Are Turning Teen Gamers Into Serious Gamblers
-8819557474068526071,Good Software Takes Ten Years. Get Used To it.,"Inbox by Gmail now helps you track calendar events, save links and stay on top of newsletters",5 reasons your employees aren't sharing their knowledge,'Machine learning' is a revolution as big as the internet or personal computers,Pinterest Reinvents Itself to Prove It's Really Worth Billions,Wide & Deep Learning: Better Together with TensorFlow
-8815620240581422908,"Agility in the Cloud: Which ""As a Service"" Works for You?",This 8-Page Website Generated Six-Figures in its First 8 Months - gaps,Building on Slack Saved Our Startup,Writing good code: how to reduce the cognitive load of your code,Perfect Menu for Mobile Apps - UX Planet,Costa Rica presenta su primer edificio construido con tetra pak reciclado
-8813724423497152538,Itaú é pioneiro do blockchain,Aplicativo Celcoin oferece a possibilidade de trocar bitcoins por crédito em reais,"Why 3,000 bank branches must close","Idwall, a startup de dados que bancos, fintechs e empresas de pagamento estão de olho.",Google e GFT firmam parceria para testes com foco em blockchain - Startupi,"Santander Brasil tem lucro gerencial de R$ 1,989 bi no 4º trimestre"
-8801071115335368509,Por que o Uber vem sofrendo tanto prejuízo entre empresas de tecnologia,"contentId
-1383778823073811714    Swatch lança relógio para pagamentos em parcer...
-1383778823073811714    Swatch lança relógio para pagamentos em parcer...
Name: title, dtype: object","Pelo sétimo mês consecutivo, fluxo de visitantes a shopping centers recua | VEJA.com",KPIs: por que eles são essenciais para medir o seu sucesso?,TI Bimodal? Receita para o desastre...,How to scale yourself: the '99/50/1' framework - The Mission
-8800029253812071912,"Facebook Workplace officially launches on the web and iOS, set to compete head-on with Slack",Pinterest Reinvents Itself to Prove It's Really Worth Billions,Apple is working on an AI system that wipes the floor with Google and everyone else,Is the Chatbot Trend One Big Misunderstanding?,Microsoft wants to connect all your favorite apps with Flow,"Apple, Set to Move to Its Spaceship, Should Try More Moonshots"
-8797444257711529901,"E quando o cliente diz ""Não gostei""?",Using artificial intelligence to revolutionize diabetes treatment,Humans Can Still Do One Thing Better Than AI,How Inflation Is Stealing Your Money: Can Cryptocurrency Solve Inflation on a Global Scale?,13 Game-changing Artificial Intelligence Startups,Meet the man behind the rise of bots and our AI-driven future
-8796191278504623694,Object calisthenics: Change the way you code,What's the Version of my Deployed Application? - DZone DevOps,"Incrível, Skype se lembrou que o Linux existe!",Automate Docker with the Remote API and Ruby,"Kotlin in Production - What works, Whats broken",Apache Spark as a Compiler: Joining a Billion Rows on your Laptop: A deep dive into the new Tungsten Engine.
-8781597910014596432,"Primeira cidade inteligente brasileira, equipada com sensores, sistemas e soluções digitais, será desenvolvida por startup - Startupi",LATIN INNOVATION BONANZA | New South & Central America Trend Briefing from TrendWatching,BMW mostra conceito de tela touch flutuante em painéis automotivos,Confira um relatório sobre a indústria das aceleradoras globais e conheça as tendências para os próximos anos - Startupi,"Mastercard disponibiliza autenticação de pagamento por ""selfie"" no Brasil e México - Startupi",5 Internet Trends to Pay Attention to in Late 2016
-8773118241761372618,Visual C++ for Linux Development,"Android N Developer Preview 2, out today! | Android Developers Blog",Fintech inova em parceria com a Apple e permite usuários realizarem Transferências por comando de voz,"contentId
-9153494109165200346    Android N Developer Preview 2, out today! | An...
-9153494109165200346    Android N Developer Preview 2, out today! | An...
Name: title, dtype: object",Tecnologia para colher mais e o uso do GPS,Sesi oferece curso de LIBRAS com certificação de 40 horas
-8771338872124599367,Funcionários do mês no CoolHow: os Slackbots - CoolHow Creative Lab,The AI business landscape,Threaded messaging is coming to Slack,"Swarm A.I. Correctly Predicts the Kentucky Derby, Accurately Picking all Four Horses of the Superfecta at 540 to 1 Odds","Here's what Viv looks like, the next generation AI assistant built by Siri creator",TechCrunch launches a personalized news recommendations bot on Facebook Messenger
-8763351865833452031,"PayPal's Braintree Auth launches to bring its payments platform to more merchants, service providers","Blispay, the financing program for SMBs, raises $12.75M in seed funding",DualShock 4 Repair,"Carros de luxo em alta, mas o alerta está aceso",Don't take my money: Why mobile payments haven't taken off - yet,Peças Translúcidas
-8762137947059829459,"Google I/O 2016: Develop, Grow & Earn","Gchat Was the Future of Messaging, But Google Didn't Know What It Had",8 things to expect from Google's biggest event of the year,"Google's I/O Is a Little Like Disneyland, and a Little Like a Garage Sale",DeepMind moves to TensorFlow,Threaded messaging is coming to Slack
-8757701761088346244,Promises | Web Fundamentals - Google Developers,Effective learning through code workshops | Box Blog,The Business Case for Progressive Web Apps,Prototypal Object-Oriented Programming using JavaScript,Scrum Community - Scrum Alliance,"Goal Setting: Don't Lose Motivation! "" Mind Tools Blog"
-8742648016180281673,Aposta na inovação,What Millennials Want from a New Job,How to Create a Unified Culture in a Company With Multiple Offices,Google HR chief Laszlo Bock leaving to launch startup,"contentId
-2990485643677949494    The Secret History of Agile Innovation
-2990485643677949494    The Secret History of Agile Innovation
-2990485643677949494    The Secret History of Agile Innovation
Name: title, dtype: object","contentId
-3114161754347804356    How Google sets goals: OKRs - GV Library
-3114161754347804356    How Google sets goals: OKRs - GV Library
Name: title, dtype: object"
-8739701156093513292,The Lifecycle of a Pod,Kubernetes 1.3 on tap for Google Container Engine,How Do Top Android Developers QA Test Their Apps?,Incendies (2010),So long MVP. Hello Minimum Loveable Product.,Production Ready Jenkins 2.0 in Two Steps with Docker
-8734181034726403477,Windows Subsystem for Linux Overview,Open Sourcing Twitter Heron | Twitter Blogs,Introducing the IBM Bluemix Garage Method Field Guide - Bluemix Blog,4 Blockchain Macro Trends: Where to Place Your Bets,"GitHub broke my 1,000 day streak - Free Code Camp",Jenkins 2.0 is here!
-8728075196312712282,Soylent's new drink will replace your breakfast and morning coffee,What Business Leaders Should Know About Swift,"ConstraintLayout, Inside and Out: Part 1","contentId
4106497696154898573    Learn Swift Programming Syntax | Udacity
4106497696154898573    Learn Swift Programming Syntax | Udacity
Name: title, dtype: object",Firebase Test Lab for Android,"Xiaomi will play an exciting part at Google I/O, apparently"
-8723568727518869245,The Most Important Push Notification metric - Growth Bug - App World,Creating Universal Windows Apps with React Native,TensorFlow Tutorial- Part 1,"""create-react-app"" and the future of creating React applications",Support Ended for Eclipse Android Developer Tools,Scott Penrose: Arduino Static Strings
-8723313435347324769,"Shuddle, the Uber-like service for getting your kids around, is shutting down tomorrow","Amazon open-sources its own deep learning software, DSSTNE",How to write a hypothesis,What Bazaars Can Teach Us About Digital Marketplaces,Google's new NHS deal is start of machine learning marketplace,"contentId
-456574518348806233    A Single App That'll Wrangle Your Millions of ...
-456574518348806233    A Single App That'll Wrangle Your Millions of ...
Name: title, dtype: object"
-8722526817358894474,VR possibilities at Google I/O 2016: Four things I'm hoping to see,Google I/O 2016 Preview: A Chrome/Android merger? Project Tango? VR?,Google IO 2016: A look at how not to run a large event,Introducing Google Consumer Surveys API: Let users of your app create surveys,New settings for 2-Step Verification,"Big data, big differentiators: this week on Google Cloud Platform"
-8717945432162716060,7 Vital SEO Trends for Google Rankings in 2017 | Digital Current,The Ultimate Guide to SEO Reporting: Starting with the Basics,Tracking Multiple Categories in Google Analytics for Content Pages - E-Nor | Google Analytics Blog,Improvements coming to the Google Analytics desktop UI,The Truth About Multiple H1 Tags in the HTML5 Era,Introduction · Bitcoin para Programadores
-8706427875719844202,Microsoft Accelerator startup DefinedCrowd connects machine learning with native speakers,"Inside OpenAI, Elon Musk's Wild Plan to Set Artificial Intelligence Free",Ebay's mobile Craigslist competitor Close5 has quietly grown to 7 million downloads,"Blab shuts down, but founders promise new product on the way",The return of the machinery question,"Em parceria com Facebook, KLM passa a oferecer atendimento através do Messenger"
-8704908797766843570,A Docker Fork: Talk of a Split Is Now on the Table - The New Stack,A programming language for living cells,Fileless Malware - A Behavioural Analysis Of Kovter Persistence,NES Classic Edition Coming This November,MacOS Sierra Preview,Espressif Releases ESP8266-Killer!
-8700857105739861338,"Forget Wallets, Check out This Serious FinTech Product Built in India: ZestMoney for Instant Credit","Why 3,000 bank branches must close",Nubank pode fechar as portas se BC confirmar mudança amanhã,Bitcoin In The Time Of Negative Interest Rates,Empresas de tecnologia preparam mais demissões após cortes na Cisco,Siemens and General Electric gear up for the internet of things
